is_female,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,sleep_hours,target
1,06.08,56.85,67.15,66.42,86.78,25.94,4.58,68.687
0,8.75,47.37,75.68,71.89,88.19,86.5,7.51,7.736
1,8.39,59.31,33.7,89.52,73.48,53.92,05.03,66.161
0,2.1,91.12,50.51,61.33,79.9,97.49,4.66,7.226
0,8.64,62.86,62.26,73.43,86.37,25.31,4.84,69.856
1,4.73,84.88,48.66,29.08,36.46,71.91,6.98,45.442
0,3.28,50.51,33.43,92.09,78.48,72.58,5.11,694.855
0,8.83,65.47,36.07,49.54,87.08,74.7,5.89,64.094
0,4.89,46.89,86.12,72.42,32.86,19.09,8.25,53.428
1,8.28,48.32,93.8,93.7,50.79,35.97,4.88,683.905
0,3.37,77.05,40.66,85.79,52.68,40.42,8.13,597.645
0,01.04,76.45,47.45,72.83,89.82,39.19,7.88,7.69
0,5.46,52.8,75.66,77.77,84.62,70.75,8.16,7.654
0,1.9,68.47,96.8,94.07,75.95,14.93,5.74,7.779
0,7.79,91.8,50.97,85.91,86.33,75.71,6.36,78.638
0,3.48,50.45,89.86,70.74,61.74,57.39,7.54,68.05
1,4.99,41.15,65.42,74.4,91.24,25.57,4.19,7.28
1,1.78,79.12,96.96,36.05,46.4,30.35,7.32,5.559
0,3.58,43.21,39.54,60.26,79.32,18.78,4.6,56.934
1,08.03,98.8,98.16,47.57,46.92,51.32,5.44,629.585
1,2.36,76.58,60.87,57.4,32.79,63.54,08.05,520.125
0,6.82,68.22,96.71,74.67,49.89,62.29,7.18,68.522
1,9.26,65.8,62.11,36.19,64.5,96.61,7.11,602.855
1,7.12,74.38,67.11,26.3,89.04,36.64,5.13,62.263
1,8.3,45.44,86.33,54.77,65.62,78.59,7.34,663.285
1,1.98,95.8,80.58,49.16,42.54,75.08,4.66,60.383
1,3.26,77.54,73.37,56.53,99.49,15.52,8.82,72.934
1,09.05,51.04,59.19,94.84,48.91,93.7,5.26,671.405
1,7.44,73.75,85.47,78.03,98.97,93.82,8.13,87.998
1,6.76,48.0,96.38,49.56,95.54,45.67,8.6,74.472
0,6.97,41.05,30.69,38.45,67.97,47.59,4.86,48.403
0,4.73,77.83,71.15,71.39,36.44,83.76,04.05,609.905
1,1.4,78.91,90.62,74.32,78.68,54.55,8.37,7.758
1,08.06,75.02,75.72,61.27,89.2,81.93,7.82,773.765
0,7.11,51.01,86.06,40.96,61.17,13.25,4.77,55.287
1,5.26,76.21,92.65,27.14,46.73,32.52,8.15,5.254
1,9.1,43.39,82.57,44.92,86.2,18.2,08.05,6.407
0,04.03,76.55,80.19,59.29,68.16,50.88,6.31,6.745
0,3.65,73.24,97.53,84.1,43.83,86.87,8.73,718.825
0,8.86,79.32,90.46,89.03,96.47,61.28,6.91,88.174
1,8.17,93.73,87.08,55.97,96.37,56.83,6.21,80.194
1,5.63,91.02,36.05,84.71,55.69,42.95,04.07,61.275
0,2.18,98.84,46.73,99.5,34.48,15.72,8.76,57.745
0,2.94,98.57,68.97,78.75,74.16,78.98,4.64,771.925
1,6.91,86.34,79.67,79.64,52.21,61.37,5.48,688.885
0,4.47,97.39,51.23,93.22,34.64,93.79,7.65,64.793
1,8.53,92.04,36.53,50.36,92.43,48.88,04.03,6.633
1,9.55,83.65,51.78,25.84,99.87,46.13,6.71,6.474
0,8.25,44.52,83.97,99.02,54.53,97.69,4.79,748.555
0,4.4,42.94,91.42,61.79,82.13,22.7,4.11,69.041
1,8.1,90.26,93.9,83.93,34.6,32.71,7.21,641.695
0,4.16,69.38,56.52,85.94,55.88,53.93,07.01,64.678
0,2.5,88.88,56.08,54.81,37.61,57.12,7.67,52.681
0,1.3,58.78,58.47,65.6,33.87,59.38,07.09,517.645
0,4.47,63.86,56.31,65.49,71.22,29.09,6.21,618.565
1,9.13,82.01,76.63,41.52,86.14,93.42,6.39,73.398
1,3.15,94.92,55.08,33.82,61.71,73.32,5.1,578.935
1,2.86,45.27,31.42,65.77,66.69,33.26,4.42,53.921
1,9.73,91.69,60.73,34.01,48.95,36.48,8.3,50.598
0,1.23,87.58,45.69,50.96,81.55,89.23,7.46,681.015
0,08.07,58.93,32.02,38.96,55.28,44.23,4.61,4.580
1,3.89,61.31,62.96,78.02,34.72,60.07,5.32,56.387
1,1.34,42.79,44.42,90.4,41.59,20.84,8.32,5.240
0,9.26,40.94,61.69,68.34,38.99,32.66,8.8,50.429
1,2.26,68.62,49.44,55.76,60.51,47.49,7.96,5.661
1,5.97,45.73,72.26,99.75,34.56,69.05,6.85,629.635
0,3.47,51.64,99.36,26.59,86.45,35.22,8.35,65.463
1,1.59,90.81,68.31,47.83,93.56,95.57,7.13,770.035
0,1.45,74.26,75.28,45.9,47.39,29.82,7.5,535.255
0,02.04,78.02,94.35,51.72,63.99,80.1,8.13,700.085
1,1.64,51.25,56.18,42.29,66.33,42.81,5.77,54.43
0,7.85,89.72,41.66,44.82,98.95,85.01,7.92,716.425
1,5.37,92.08,49.8,44.33,34.59,93.08,05.03,51.665
0,04.09,71.4,58.2,62.93,76.75,26.83,4.97,6.405
1,4.77,94.75,75.15,54.33,54.2,54.23,08.06,624.805
1,9.36,90.69,30.32,72.95,65.13,23.89,6.82,58.555
1,9.2,83.88,89.74,63.58,45.19,73.52,06.07,653.995
0,7.44,84.04,35.33,38.76,41.22,84.9,6.62,48.77
0,8.96,46.32,93.05,85.75,47.05,45.05,8.89,65.652
1,3.88,56.25,96.46,60.41,34.99,45.71,8.47,56.836
0,4.43,44.01,99.31,36.49,49.47,28.35,6.54,5.353
1,6.52,40.52,86.67,37.52,78.32,37.59,6.74,6.193
1,6.61,49.5,39.93,84.77,75.6,39.15,07.07,6.450
0,5.34,92.83,79.43,77.72,68.81,24.0,7.95,710.825
1,4.61,54.39,44.23,62.99,30.03,37.9,8.37,44.333
0,9.88,98.21,92.8,47.96,38.8,91.65,4.73,6.311
1,8.39,75.84,52.16,59.54,89.0,39.28,7.14,67.979
0,4.91,54.24,52.88,72.74,49.02,34.7,5.14,54.812
1,7.55,69.83,94.24,90.95,93.85,44.62,7.11,85.878
1,3.43,53.15,30.93,66.69,91.22,96.42,4.86,6.974
0,1.9,99.04,43.58,45.76,40.84,78.81,08.04,5.223
1,4.17,90.84,59.54,28.21,92.87,28.16,7.3,6.336
1,4.63,41.57,79.05,38.16,73.95,77.73,8.33,6.316
0,1.15,96.87,75.33,73.76,74.12,78.96,8.72,7.703
1,8.33,83.26,76.86,37.03,89.69,95.51,8.67,73.898
0,4.23,44.94,91.6,61.12,58.35,90.2,4.73,675.365
1,6.22,80.24,38.47,77.42,81.47,18.57,5.88,6.544
0,1.67,78.82,66.55,48.12,76.74,50.91,6.42,65.172
1,2.57,53.13,80.78,75.18,84.01,73.27,7.94,769.945
1,09.01,85.51,74.53,68.58,76.21,97.6,04.07,770.355
1,6.48,45.22,61.38,57.92,35.6,17.66,8.63,45.504
0,9.55,69.37,31.2,92.29,50.49,43.14,06.04,58.235
0,9.99,40.6,34.23,76.9,95.79,54.3,7.16,690.875
0,4.35,98.12,38.33,52.04,45.64,47.19,8.9,51.181
0,3.69,85.09,54.03,85.32,63.06,51.02,8.41,67.818
1,8.73,49.53,38.24,80.36,54.98,43.22,5.81,56.256
1,9.99,60.5,59.83,84.38,36.04,97.36,6.42,61.461
0,6.67,49.63,42.5,73.07,42.68,82.29,7.85,548.975
0,8.16,86.0,84.54,53.45,50.07,76.3,7.72,64.025
0,08.04,43.53,91.0,51.14,62.43,46.96,7.52,61.884
1,4.2,90.42,57.28,74.06,91.22,89.34,04.05,79.874
0,6.17,96.53,65.79,34.82,66.09,18.4,5.0,56.487
0,8.5,80.6,96.74,86.49,75.63,22.91,5.11,77.792
1,7.19,52.78,67.49,52.78,59.82,95.87,5.25,62.495
1,1.19,61.61,99.66,72.28,90.9,61.03,4.48,82.081
0,04.03,68.63,39.95,62.43,76.38,24.35,08.03,596.285
1,2.3,76.28,90.36,63.95,36.34,95.42,5.71,639.485
0,3.1,80.12,64.8,80.35,63.43,97.74,7.88,7.303
1,9.15,73.25,31.59,72.0,87.91,89.33,8.66,713.445
0,1.33,61.08,98.06,43.77,81.36,31.47,5.57,682.855
0,2.98,93.46,97.55,30.57,93.37,35.06,6.27,72.684
0,3.79,44.88,56.83,88.02,45.94,46.63,4.44,58.600
0,6.55,67.98,96.79,91.37,98.4,62.14,5.47,896.525
1,5.81,86.53,39.87,37.34,49.96,99.3,6.73,53.378
1,2.96,43.65,77.61,48.21,33.51,96.05,4.9,53.273
1,2.48,82.32,43.44,46.18,64.7,92.9,6.69,60.4
1,3.13,89.18,47.27,95.31,37.72,18.03,5.56,57.204
0,5.52,79.65,84.55,40.36,77.69,78.14,8.95,699.705
0,3.44,40.78,56.42,37.49,93.04,88.92,5.88,661.905
1,9.53,50.81,30.5,38.64,94.49,40.0,4.2,57.912
1,5.17,60.53,59.0,79.74,72.49,29.76,6.36,661.355
1,1.53,54.02,45.96,91.6,67.47,77.36,5.67,688.445
1,7.56,97.76,77.83,54.5,99.58,18.18,5.85,7.563
1,3.96,79.1,43.61,35.21,70.56,94.68,5.85,595.985
0,6.88,57.82,88.96,68.93,94.92,24.05,8.41,764.335
0,3.52,95.78,48.7,40.75,94.16,51.18,6.49,675.795
0,6.14,84.44,57.51,29.81,50.27,98.45,5.26,54.838
1,7.95,57.08,50.86,91.47,30.96,98.94,7.96,594.775
1,9.35,62.73,75.07,90.31,60.74,79.84,6.22,7.310
1,3.35,51.97,37.08,98.19,90.3,85.53,4.73,773.185
1,04.01,98.26,63.47,60.55,88.53,97.05,8.99,7.834
0,5.18,71.04,53.41,47.05,72.26,93.47,4.14,6.418
0,9.34,93.76,91.89,82.73,40.97,65.99,7.55,6.937
1,9.11,60.79,35.14,38.54,37.53,76.12,8.24,434.895
0,1.81,91.65,88.08,43.25,96.83,63.44,5.77,77.828
0,2.19,43.23,41.74,44.18,59.5,55.58,4.79,50.99
1,5.46,98.93,36.2,96.37,75.37,89.27,6.18,7.653
1,1.96,94.72,44.16,79.74,93.41,76.42,6.41,7.857
1,4.11,61.79,37.19,35.03,90.89,87.38,9.0,62.924
1,2.34,86.48,66.47,31.96,69.68,18.63,4.1,56.183
1,6.72,85.14,99.18,88.21,64.15,61.88,7.28,79.043
1,9.55,94.08,32.4,85.17,81.47,39.66,08.02,69.661
0,9.97,58.44,62.28,75.32,54.48,56.21,07.09,61.819
0,4.38,67.93,57.02,39.71,73.78,65.17,7.15,604.645
1,6.39,91.9,53.77,61.02,31.62,86.12,8.38,54.878
0,8.71,86.71,53.23,70.2,87.7,12.87,6.83,68.849
1,02.06,63.61,92.65,94.91,99.86,24.76,8.41,860.455
1,7.21,90.74,31.33,37.71,96.83,92.93,05.05,67.951
1,4.68,42.82,84.24,63.66,55.19,97.05,6.58,6.606
1,2.86,86.92,47.71,36.83,67.18,14.99,4.17,52.453
0,4.62,52.41,56.83,58.29,46.54,39.86,08.02,5.145
1,1.68,57.17,59.41,40.01,51.21,10.88,7.89,46.613
0,7.26,69.59,51.33,87.71,62.01,78.17,6.7,68.673
1,3.27,66.98,36.55,44.11,82.3,71.37,5.98,609.775
1,3.8,71.23,38.0,56.28,31.25,60.83,5.85,45.813
1,02.09,72.69,50.87,55.58,57.56,72.25,05.01,58.709
0,8.78,59.89,87.53,89.97,68.95,58.4,6.14,7.596
1,5.44,50.51,39.42,81.83,45.06,31.5,5.52,523.135
1,6.15,86.11,81.98,29.32,35.49,77.89,6.89,525.475
1,6.12,64.0,50.22,30.03,67.77,80.49,7.93,55.72
0,4.69,70.35,91.84,66.34,74.65,86.88,7.47,768.035
0,2.73,78.68,59.98,57.08,74.87,95.87,6.57,699.255
0,7.71,94.58,42.02,45.67,54.96,77.28,8.74,56.243
1,2.14,82.45,99.01,84.45,46.62,14.91,4.99,669.675
0,1.93,42.73,42.36,34.65,45.43,11.88,7.2,38.495
1,7.39,90.31,69.73,98.05,32.84,76.59,4.44,666.425
0,2.88,99.36,69.85,26.81,42.93,15.04,7.37,47.138
0,3.76,68.35,56.1,33.87,87.3,38.44,7.63,60.921
1,5.28,98.18,96.6,48.35,30.21,22.25,7.91,54.024
0,05.04,72.84,89.07,63.19,33.07,97.2,7.32,62.19
1,7.38,67.58,88.09,41.21,38.89,38.48,4.61,52.138
1,6.61,59.88,98.19,80.22,59.42,14.96,4.22,67.974
0,6.8,79.45,62.0,51.82,53.36,95.46,7.57,61.522
1,7.43,53.79,36.8,27.89,42.45,64.79,7.99,41.47
1,3.63,46.3,83.58,90.83,37.77,13.25,4.16,58.598
0,3.9,41.63,56.66,95.79,95.72,85.0,4.75,8.144
0,4.94,57.54,43.32,71.39,93.79,23.73,7.95,67.465
1,3.77,63.75,63.83,85.49,84.03,82.22,8.84,78.146
0,9.86,73.12,94.8,34.08,47.64,64.25,6.6,5.789
1,8.33,57.56,41.99,45.16,52.66,25.94,4.77,46.469
1,2.48,99.04,89.41,49.39,76.61,77.73,5.61,74.72
0,01.05,57.5,59.27,97.06,50.42,50.91,7.91,64.607
0,1.39,66.46,39.58,63.42,67.14,67.43,6.72,60.659
0,3.2,46.2,89.39,25.56,75.59,88.26,4.29,641.705
0,02.03,55.64,97.87,53.51,66.34,33.43,5.54,6.507
1,5.8,42.9,50.39,25.58,58.93,42.94,7.76,456.825
1,8.72,73.57,51.25,42.84,54.35,99.75,5.63,573.145
0,7.63,85.06,57.34,59.1,84.44,55.73,6.16,69.876
0,2.94,51.74,86.99,49.25,81.73,60.27,8.53,6.951
1,4.59,62.07,30.73,27.46,78.74,35.69,8.92,50.346
1,5.57,41.0,45.68,33.73,56.23,47.44,7.79,46.92
1,8.29,90.37,79.41,66.32,84.3,55.14,5.2,76.518
1,8.55,86.8,58.39,77.17,97.04,33.26,5.22,7.694
0,9.19,43.8,53.12,55.34,78.23,31.43,5.52,59.362
1,5.58,61.89,91.06,79.86,58.55,64.04,4.8,7.126
1,7.25,97.32,94.21,37.25,85.75,26.53,4.89,7.55
0,02.01,63.52,96.36,34.15,72.65,59.81,5.28,6.557
1,06.09,71.57,49.08,87.96,91.44,73.56,7.3,78.323
1,3.24,61.31,93.88,50.44,79.92,27.84,07.06,68.273
0,4.89,75.77,81.59,57.42,83.89,77.13,5.7,753.245
0,6.71,98.69,40.8,96.07,76.72,42.37,4.98,731.355
0,3.31,99.85,72.72,56.81,36.44,99.33,7.12,614.185
1,1.47,86.48,31.84,25.26,63.96,98.12,4.65,53.529
1,01.09,64.26,79.59,95.35,33.95,81.87,4.73,66.251
0,1.2,69.67,81.35,26.06,61.33,40.84,5.92,55.301
0,01.08,61.4,85.25,74.67,80.15,94.35,6.84,79.345
1,1.99,99.13,42.08,49.22,59.49,99.89,7.64,61.444
0,3.16,82.47,73.98,60.28,30.11,51.61,7.43,538.125
0,2.99,66.94,42.52,66.05,55.85,65.31,5.89,57.789
0,9.88,40.73,96.27,55.63,34.74,10.54,7.27,50.447
1,3.75,71.23,77.25,83.08,84.64,13.92,05.06,74.359
1,2.15,99.04,36.67,94.8,84.86,55.05,6.47,7.614
1,5.91,71.38,43.09,31.48,86.45,64.84,07.08,603.675
1,8.72,50.95,76.44,85.02,32.12,38.12,7.72,5.669
1,7.1,41.33,63.37,34.65,32.26,18.92,4.4,386.525
1,3.66,61.28,81.54,31.02,93.24,80.4,4.51,70.865
0,06.05,95.09,49.66,96.69,38.66,47.69,4.37,619.135
1,7.43,99.79,76.05,61.7,76.91,68.4,6.73,743.725
1,7.55,96.72,42.39,36.45,85.68,68.52,6.85,6.410
0,7.0,83.77,68.06,67.75,61.35,59.22,04.06,66.321
1,8.84,73.49,97.05,44.74,68.25,26.06,7.28,644.375
1,8.83,75.44,73.98,59.82,45.92,65.45,7.82,59.912
0,6.21,72.34,33.5,71.85,94.65,38.99,4.58,6.892
0,4.87,82.42,99.21,90.2,51.13,83.72,5.69,769.015
0,6.77,65.13,40.98,25.23,45.25,27.39,8.25,39.592
1,8.36,80.15,80.26,41.06,66.78,36.2,7.44,61.324
0,01.05,47.3,67.28,32.22,43.34,49.63,5.52,46.373
1,9.93,55.94,50.61,32.28,78.07,76.6,7.71,5.877
1,2.65,90.16,42.41,95.93,66.06,74.87,8.44,720.885
1,5.23,94.22,42.44,95.21,40.35,40.34,5.55,59.869
1,8.85,72.34,90.09,81.2,34.71,55.97,7.42,632.975
0,03.03,41.9,91.1,73.23,39.59,31.08,4.47,57.681
0,5.29,95.62,62.56,88.6,39.56,79.33,4.29,66.003
1,2.19,82.12,37.25,29.38,51.9,27.7,6.93,4.394
0,4.56,64.84,91.89,33.96,88.33,83.74,6.46,726.415
1,2.59,75.9,64.09,48.78,34.01,94.32,08.05,53.938
1,4.27,65.79,60.71,87.44,38.97,99.25,7.9,641.455
1,4.36,67.92,58.51,60.42,51.2,87.13,5.43,60.232
0,9.94,93.21,55.55,62.77,68.73,29.95,6.56,63.174
1,9.95,49.67,66.82,42.19,83.4,47.49,7.78,628.175
1,02.03,46.22,72.32,73.63,94.48,18.0,5.35,7.236
0,7.53,40.16,62.65,91.59,58.85,24.81,5.81,62.522
0,1.47,58.84,92.77,49.71,37.41,14.47,4.3,51.406
0,1.27,48.84,52.24,71.44,44.95,67.7,4.65,55.694
0,1.95,53.2,70.48,49.9,50.11,57.99,07.05,552.285
1,9.69,40.67,51.0,84.45,85.03,92.53,6.48,74.393
0,9.47,53.63,82.73,60.62,78.07,51.67,4.84,695.555
1,2.75,59.96,37.15,50.46,44.63,67.81,04.04,484.425
0,2.46,41.89,43.21,56.5,88.71,46.14,4.85,626.185
0,3.16,76.47,86.08,31.84,90.14,84.65,7.75,72.837
0,5.64,74.13,42.82,89.96,91.77,93.37,4.47,7.992
0,6.13,45.82,73.8,96.86,49.25,48.86,06.01,656.805
0,2.99,75.7,97.92,60.81,39.36,17.44,5.19,578.765
0,7.81,99.92,66.6,41.6,37.28,24.72,6.75,49.232
1,3.79,96.67,43.12,74.85,58.01,74.85,6.56,64.792
0,9.3,40.16,52.45,58.93,60.05,39.27,8.91,54.183
0,6.91,87.72,87.64,43.92,90.77,80.68,7.86,771.175
0,4.93,61.22,54.62,27.88,48.74,77.48,8.69,4.882
0,8.11,43.82,80.65,91.73,73.88,72.49,6.89,765.515
1,8.36,57.76,84.41,84.76,85.17,83.28,7.69,819.855
0,3.61,59.3,65.08,87.18,48.84,78.09,8.48,65.644
0,04.06,71.39,84.82,57.99,48.7,66.93,4.21,623.385
0,9.42,79.67,52.18,81.49,76.84,10.38,8.58,667.075
0,2.48,84.94,66.13,68.59,80.83,56.41,05.06,72.799
1,1.38,54.75,78.06,53.11,97.18,63.57,7.53,747.345
0,05.09,59.31,41.77,88.21,89.5,96.46,7.87,773.085
1,8.21,58.5,49.15,99.91,87.54,68.54,4.55,781.505
0,7.95,61.76,75.64,92.45,78.46,61.79,8.77,780.565
1,9.28,99.98,75.88,83.21,38.29,58.71,8.63,65.249
1,5.8,86.68,64.53,81.06,86.65,19.3,7.27,740.965
0,1.9,98.5,85.69,73.77,95.47,48.49,4.78,8.369
0,6.3,81.59,63.74,89.02,57.35,22.09,6.83,654.435
1,08.01,64.38,91.69,61.98,51.96,14.74,5.72,59.931
1,1.84,63.38,81.51,38.63,66.57,39.65,8.65,59.562
0,2.55,69.31,52.03,82.6,96.95,68.09,06.03,7.872
1,1.11,65.01,57.67,93.96,33.56,88.01,7.47,62.072
1,6.34,89.7,76.74,50.6,79.62,82.93,7.19,73.128
1,8.98,67.9,92.61,83.72,87.03,36.52,5.36,803.545
0,07.04,57.74,42.51,45.53,85.21,14.14,6.68,56.896
1,9.84,86.49,66.03,95.7,69.67,46.24,06.05,747.885
1,1.57,91.27,38.31,76.26,94.44,38.33,5.87,72.741
1,9.13,65.23,49.56,67.7,39.42,43.41,8.32,51.498
0,8.33,80.07,78.02,83.49,47.16,60.32,4.7,670.215
0,3.83,43.53,35.44,85.99,51.49,12.74,06.05,52.234
1,9.76,71.77,76.37,91.93,30.61,43.37,04.03,60.484
0,3.59,42.7,93.06,92.58,55.95,60.28,5.31,716.375
1,9.0,41.75,97.86,28.95,41.25,48.79,7.11,50.300
0,8.93,76.78,45.16,34.22,80.72,70.05,4.44,60.522
0,7.82,58.2,82.42,86.95,59.05,26.75,5.36,67.384
1,06.07,84.55,94.85,95.95,79.31,23.84,8.4,8.155
0,02.08,93.76,36.4,48.08,50.56,37.71,7.46,50.143
0,5.79,48.36,58.98,25.65,39.23,19.16,4.35,38.690
0,4.21,83.47,94.36,49.2,39.24,31.26,8.96,56.379
1,8.13,70.87,44.2,53.71,44.23,17.82,8.73,46.617
0,7.82,46.73,95.36,82.08,38.07,46.18,4.71,622.075
0,9.2,79.1,66.9,28.57,45.44,74.03,8.61,5.173
1,1.13,76.57,36.99,40.95,70.53,35.79,6.75,53.557
0,8.28,70.94,61.49,92.05,47.94,10.34,8.65,602.175
0,9.45,95.59,52.84,36.61,54.01,60.14,8.84,54.197
0,8.1,71.26,49.75,81.94,33.69,72.27,7.47,5.657
0,2.17,99.43,67.9,52.1,92.45,45.22,5.46,7.342
0,1.73,70.55,63.85,74.7,39.67,36.73,8.62,560.575
1,1.19,46.95,63.74,30.54,54.41,54.16,6.87,495.375
1,6.66,68.23,36.17,46.49,56.56,19.11,5.71,47.386
0,6.67,50.94,86.16,56.86,84.05,67.95,6.3,7.275
0,9.88,75.83,63.7,89.29,63.85,76.0,06.03,7.259
0,4.58,81.59,87.46,67.26,56.81,73.42,8.68,696.915
1,3.99,68.11,87.72,28.39,78.71,39.58,8.1,62.958
1,6.62,45.86,52.2,85.14,71.79,85.84,4.16,700.215
0,8.43,68.12,30.3,29.09,35.47,95.22,04.05,42.081
0,9.43,44.89,93.79,95.08,51.89,36.74,4.35,6.885
1,8.23,80.93,83.25,40.88,98.5,33.64,07.05,72.802
0,4.84,87.42,37.51,61.59,63.83,73.37,08.07,61.319
1,6.71,97.74,79.12,30.42,59.69,73.75,6.57,614.695
1,8.71,48.93,31.4,67.13,40.49,55.94,6.67,47.721
0,5.42,71.95,31.94,62.29,88.73,93.1,5.2,69.521
1,2.95,74.05,66.81,55.77,39.33,23.17,6.3,5.79
0,2.53,95.35,36.72,27.67,37.36,52.96,5.28,42.168
0,1.0,77.64,97.5,90.92,60.73,13.17,5.37,725.665
0,7.46,48.73,92.57,85.2,60.57,14.74,5.96,673.605
0,2.0,66.18,75.49,72.48,98.7,14.83,4.24,75.864
0,3.19,79.29,34.46,67.92,38.93,54.26,8.77,50.852
0,3.68,82.02,52.74,77.12,63.87,63.01,8.57,666.855
1,06.04,91.78,56.02,35.8,44.09,10.31,7.98,457.945
1,4.58,50.83,63.66,94.95,79.12,66.93,6.84,7.593
1,07.07,97.09,41.82,46.35,57.42,54.07,08.07,55.164
1,1.5,43.55,70.43,74.24,75.39,30.14,8.87,664.015
0,2.12,99.03,60.5,70.51,53.69,11.36,5.42,5.955
1,5.49,91.47,96.31,72.75,69.52,24.05,5.82,733.335
1,04.03,79.62,95.53,90.92,62.84,64.03,7.65,7.819
1,3.66,84.1,69.58,47.19,56.21,69.3,7.21,60.727
0,1.6,44.36,75.1,81.17,67.63,68.24,8.12,70.243
1,09.06,42.49,39.65,69.88,56.87,23.78,5.73,519.315
0,7.23,46.11,45.63,30.7,86.42,92.01,5.55,60.86
1,02.09,45.24,93.05,56.06,64.67,46.99,6.93,644.825
0,1.59,72.84,78.94,87.85,93.22,79.12,4.73,8.557
0,9.77,52.93,43.26,48.65,45.6,24.98,4.2,4.456
1,7.13,91.61,69.91,61.17,37.85,52.35,5.22,56.918
0,4.76,66.74,95.43,61.65,56.67,56.94,4.79,66.701
0,7.32,81.73,54.16,71.35,42.86,79.33,04.03,597.765
1,7.81,79.17,43.01,91.3,57.52,65.94,7.89,66.07
1,08.02,59.19,95.94,38.02,44.52,45.94,6.72,54.788
1,5.3,54.59,62.29,62.85,90.78,35.43,7.34,689.455
0,4.87,60.55,59.21,56.82,69.75,97.57,4.82,662.715
0,1.1,87.8,48.73,47.19,64.83,35.61,5.28,56.574
0,9.34,75.18,92.41,93.97,85.14,21.65,4.3,814.565
1,6.43,55.21,89.19,25.61,39.13,37.04,8.99,47.161
0,2.83,89.07,58.21,34.16,89.99,39.42,4.52,645.275
0,9.28,43.29,32.14,80.0,63.83,21.51,4.45,5.524
0,9.23,81.95,61.27,44.76,39.55,73.73,07.07,5.285
0,9.9,66.35,42.66,79.24,87.36,65.72,5.66,72.125
0,8.87,83.88,39.99,87.42,62.25,38.5,8.44,638.785
0,9.98,95.65,57.52,44.1,72.32,99.37,8.16,67.343
0,3.2,85.0,36.94,39.4,92.55,68.95,8.34,650.255
1,8.58,66.52,97.02,35.9,92.35,73.29,7.68,7.468
1,8.41,49.06,33.33,40.01,92.5,60.15,4.66,599.645
1,03.08,88.38,58.1,45.04,59.18,59.64,4.32,58.395
0,1.89,67.64,41.39,90.16,82.47,11.8,4.32,676.265
0,9.81,44.52,78.22,82.75,46.33,79.38,08.01,64.937
1,3.66,83.14,35.52,25.14,88.18,91.97,7.29,61.763
0,8.84,57.51,68.28,90.56,53.92,21.0,8.9,63.019
1,01.04,42.93,84.12,30.91,62.47,81.61,7.22,58.87
0,1.19,94.17,96.5,74.14,92.4,58.09,5.25,8.540
0,5.19,68.99,78.9,36.36,86.4,35.68,4.45,65.577
1,3.15,56.86,36.96,29.67,96.68,92.88,5.83,63.621
1,7.21,82.98,36.2,81.98,55.44,11.56,5.0,56.592
1,06.09,93.15,81.21,60.04,40.58,34.67,7.14,58.236
1,1.7,40.02,45.07,69.93,93.73,89.76,4.48,72.28
1,2.46,81.27,61.31,56.9,64.52,53.29,7.86,62.525
0,4.49,86.02,98.36,30.04,92.26,63.9,7.48,74.465
0,2.67,52.6,87.39,80.47,81.25,77.48,7.68,7.904
0,8.13,69.38,89.26,86.53,91.24,23.32,8.83,8.68
1,4.74,45.36,90.25,28.11,75.83,29.37,7.25,59.90
1,1.84,84.8,73.37,53.18,86.87,99.88,7.94,7.684
1,5.36,90.85,82.08,66.8,38.42,31.37,4.43,58.785
1,1.82,46.49,55.13,70.39,97.78,58.53,8.72,733.485
1,2.16,88.99,99.89,68.36,42.67,36.88,05.09,645.895
1,3.16,86.29,49.57,76.97,31.72,86.63,6.47,575.505
0,8.74,60.81,71.3,97.51,67.16,96.56,8.79,7.788
0,9.32,81.42,49.74,54.29,79.83,22.72,4.9,61.875
0,8.44,40.0,37.84,66.75,80.15,64.05,4.18,62.713
0,04.01,95.91,69.73,77.43,53.75,83.04,5.49,70.011
0,3.45,73.02,54.73,69.43,82.77,84.07,4.78,72.982
1,5.94,77.22,70.83,54.01,88.98,49.64,7.34,714.975
1,7.5,79.88,69.11,71.81,72.7,30.28,5.39,682.355
1,9.94,73.68,67.96,73.76,57.02,44.84,4.31,63.841
1,2.18,91.41,38.63,68.87,72.95,77.6,8.47,67.377
1,1.44,76.58,60.81,40.38,90.36,99.44,4.25,71.485
1,7.25,94.47,86.84,62.95,93.03,59.89,5.36,81.102
0,8.49,74.94,52.06,91.33,32.21,27.56,5.2,54.768
1,8.62,50.27,61.07,90.15,38.57,13.77,4.12,54.655
1,7.11,94.81,64.57,81.31,30.32,94.93,4.83,6.282
1,9.59,80.9,90.39,77.29,64.47,53.47,08.07,73.402
1,5.6,81.95,75.89,36.5,60.55,74.49,4.19,611.395
0,9.22,99.13,37.01,59.46,68.21,69.42,4.12,6.299
0,9.71,44.51,90.56,33.32,77.86,90.18,7.17,6.716
1,8.62,65.72,88.24,86.3,55.6,33.95,4.44,68.65
0,3.79,54.35,82.76,46.83,44.6,49.75,5.86,54.279
0,2.77,77.83,62.62,82.51,57.64,92.23,04.01,7.33
1,5.93,88.41,83.03,86.09,30.63,62.7,5.81,6.396
